index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
706,Connecticut,2017-18,Scotland Elementary,Public,Scotland,Windham,,,-1.0,-1.0,,,
1027,Virginia,2018-19,Mountain View Elementary,,,Roanoke,Alleghany,54.0,-1.0,92.6,3.7,,
726,Michigan,2018-19,Arnold Elementary,,,Jackson,Michigan Center School District,148.0,-1.0,94.6,,4.1,
4385,California,2018-19,Alview Elementary,Public,Chowchilla,Madera,,37.0,95.0,89.0,,,
1813,California,2018-19,Ethel I. Baker Elementary,Public,Sacramento,Sacramento,,70.0,98.0,96.0,,,
1384,Ohio,2018-19,Augusta Elementary,Public,Carrollton,Carroll,,21.0,90.48,85.71,,4.76,
573,Virginia,2018-19,Bon Air Elementary,,,Chesterfield,Chesterfield,99.0,-1.0,97.0,1.01,,
2232,California,2018-19,John Fremont Elementary,Public,Modesto,Stanislaus,,76.0,98.0,98.0,,2.0,
6838,California,2018-19,Culver City Christian,Private,Los Angeles,Los Angeles,,10.0,-1.0,-1.0,,,
7796,California,2018-19,St. John The Baptist,Private,El Cerrito,Contra Costa,,8.0,-1.0,-1.0,,,
6453,California,2018-19,Valley Oaks Charter,Public,Bakersfield,Kern,,92.0,62.0,62.0,,,
1684,Ohio,2018-19,St Peter,Private,Upper Sandusky,Wyandot,,23.0,82.61,82.61,,17.39,
1622,Florida,2018-19,Barton Elementary,,,,Palm Beach,132.0,-1.0,91.67,,,
3304,Illinois,2018-19,Smyth  J Elementary,,Chicago,Cook,,474.0,92.82700422,-1.0,0.63,0.42,
100,Colorado,2017-18,Columbine Elementary,Kindergarten,,Denver,Denver County 1,33.0,100.0,100.0,,,
201,Oregon,2018-19,Alberta Rider Elementary,,,Washington,,88.0,97.09618875,95.28130672,,0.181488203,1.633393829
1840,Florida,2018-19,Mitchell Elementary,,,,Hillsborough,118.0,-1.0,89.83,5.084745763,,
1330,Wisconsin,2018-19,Southport Elementary,,Kenosha,Kenosha,,,-1.0,67.0,5.0,,5.0
925,New Jersey,,Reverend George A Brown Memorial,,,Sussex,,55.0,-1.0,98.2,1.8,,
1214,Colorado,2017-18,Wilmore Davis Elementary,Kindergarten,,Jefferson,Douglas County RE 1,40.0,82.5,82.5,,,
256,Wisconsin,2018-19,Saint Stephen Elementary,,Stevens Point,Portage,,,-1.0,95.0,5.0,,5.0
386,New Jersey,,Montessori Learning House,,,Middlesex,,11.0,-1.0,100.0,,,
2474,California,2018-19,Los Primeros School Of Sciences And Arts,Public,Camarillo,Ventura,,72.0,98.0,98.0,,2.0,
1891,New Jersey,,Bais Sarah,,,Ocean,,5.0,-1.0,80.0,,,
581,California,2018-19,Kipp Excelencia Community Preparatory,Public,Redwood City,San Mateo,,106.0,99.0,99.0,,1.0,
259,New Jersey,,International Academy of Trenton,,,Mercer,,110.0,-1.0,100.0,,,
6387,California,2018-19,Excelencia Charter Academy,Public,Los Angeles,Los Angeles,,50.0,76.0,68.0,,,
157,Iowa,2018-19,Roosevelt Elementary,,,Cerro Gordo,,367.0,-1.0,98.4,,,
740,Wisconsin,2018-19,Eagle Elementary,,Eagle,Jefferson,,,-1.0,89.0,5.0,,11.0
3268,Illinois,2018-19,Queen of the Universe,,Chicago,Cook,,183.0,93.44262295,-1.0,,,
677,Virginia,2018-19,Mechanicsville Elementary,,,Hanover,Chickahominy,105.0,-1.0,96.2,3.81,,
840,Virginia,2018-19,Golden Pond School,,,Loudoun,Loudoun,19.0,-1.0,94.7,5.26,,
7210,California,2018-19,Laguna Elementary,Public,Petaluma,Marin,,2.0,-1.0,-1.0,,,
1129,Pennsylvania,2017,Ancillae Assumpta Academy,,Wyncote,,,57.0,96.5,-1.0,,,
1582,New Jersey,,Frank R. Conwell PS3,,,Hudson,,71.0,-1.0,93.0,1.4,1.4,
1796,California,2018-19,Encanto Elementary,Public,San Diego,San Diego,,97.0,98.0,96.0,,,
2969,Illinois,2018-19,Baker Demonstration,,Wilmette,Cook,,235.0,95.74468085,-1.0,4.26,,
199,New York,2017-18,Gateway-Longview Lynde,Private,Williamsville,Erie,,,100.0,-1.0,,,
2158,Florida,2018-19,Academie Da Vinci Charter,,,,Pinellas,36.0,-1.0,77.78,16.66666667,,
5645,California,2018-19,Woodland Elementary,Public,Mariposa,Mariposa,,43.0,95.0,88.0,,5.0,
862,Arizona,2018-19,Robins Elementary,Public,Tucson,Pima,,56.0,89.29,-1.0,,,10.71
2835,New York,2017-18,John Street,Public,Franklin Square,Nassau,,,96.7,-1.0,2.9,0.45,
1199,New Jersey,,West Freehold,,,Monmouth,,62.0,-1.0,96.8,3.2,,
236,Arizona,2018-19,Whiteriver Elementary,Public,Whiteriver,Navajo,,57.0,98.25,-1.0,,,
218,Montana,2017-18,Lewis & Clark,,,Missoula,,475.0,97.26,-1.0,,0.421052632,
970,Illinois,2018-19,St Mary,,Alton,Madison,,338.0,99.11242604,-1.0,0.89,,
19,Texas,2018-19,Buckner Fanning Christian,,,Bexar,,,100.0,-1.0,,,
530,Tennessee,2018-19,Ritta Elementary,,,Knox ,,88.0,-1.0,95.5,2.3,,
43,Iowa,2018-19,Adair-Casey Elementary,,,Guthrie,,128.0,-1.0,99.2,,,
857,New Jersey,,Mansfield Township Elementary,,,Warren,,67.0,-1.0,98.5,1.5,,
570,Connecticut,2017-18,Booth Free,Public,Roxbury,Litchfield,,,-1.0,-1.0,,,
81,North Dakota,2017-18,Minnie H Kindergarten Center,,Devils Lake,Ramsey,,140.0,99.29,-1.0,,,0.714285714
922,North Carolina,2018-19,Wayne Christian,,,Wayne,,35.0,-1.0,100.0,2.9,2.9,
348,South Dakota,2017-18,Bethel Lutheran Elementary,,,Minnehaha,,3.0,66.67,-1.0,,,
64,Utah,2017-18,Parkview Elementary-Slc,Public,Salt Lake City,Salt Lake,,320.0,99.06,-1.0,,,0.94
1125,New Jersey,,Glenview,,,Camden,,36.0,-1.0,97.2,2.8,,
838,Washington,,Ptarmigan Ridge Elementary,,Orting,Pierce,,,90.0,87.5,,,7.5
381,Utah,2017-18,Century Elementary,Public,Bear River City,Box Elder,,482.0,95.44,-1.0,,0.41,3.94
1183,Pennsylvania,2017,Weatherly Area Elementary,,Weatherly,,,54.0,96.3,-1.0,,,
621,Florida,2018-19,Bunche Park Elementary,,,,Dade,54.0,-1.0,96.3,1.851851852,,
292,Washington,,Wellington Elementary,,Woodinville,King,,,96.92,92.31,,1.54,3.08
621,North Carolina,2018-19,Park Road Montessori,,,Mecklenburg,,71.0,-1.0,100.0,2.8,,
1501,North Carolina,2018-19,Surf City Elementary,,,Pender,,77.0,-1.0,94.8,,,
237,Florida,2018-19,Duval Charter Scholars Academy,,,,Duval,59.0,-1.0,98.31,,,
409,Colorado,2017-18,Primrose School At Stapleton,Kindergarten,,Denver,Denver County,18.0,100.0,61.11,,,
298,Virginia,2018-19,The Carmel School,,,Caroline,Rappahannock,12.0,-1.0,100.0,,,
1131,California,2018-19,Washington Elementary,Public,Mendota,Fresno,,256.0,99.0,99.0,,1.0,
1284,Illinois,2018-19,Mark Twain Elementary,,Wheeling,Cook,,482.0,98.75518672,-1.0,0.41,,
102,Washington,,Sky Valley Adventist,,Snohomish,Snohomish,,,100.0,100.0,,,
1604,Florida,2018-19,Manatee Elementary,,,,Brevard,122.0,-1.0,91.8,6.557377049,0.819672131,
893,New Jersey,,Edward V. Walton,,,Union,,179.0,-1.0,98.3,0.6,1.1,
1668,Michigan,2018-19,Roosevelt Elementary,,,Oakland,West Bloomfield School District,73.0,-1.0,86.3,,9.6,
900,Michigan,2018-19,Genesee Academy,,,Genesee,Swartz Creek Community Schools,16.0,-1.0,93.8,,6.3,
1872,Michigan,2018-19,Our Savior Lutheran,,,Livingston,Hartland Consolidated Schools,16.0,-1.0,68.8,,25.0,
2196,Florida,2018-19,Pinetta Elementary,,,,Madison,31.0,-1.0,64.52,,,
1004,New York,2017-18,Petrova Elementary Sch,Public,Saranac Lake,Franklin,,,99.7,-1.0,0.28,0.28,
2950,California,2018-19,Ramonaalessandro Elementary,Public,San Bernardino,San Bernardino,,94.0,98.0,98.0,,2.0,
2134,California,2018-19,Horace Mann Elementary,Public,San Jose,Santa Clara,,82.0,98.0,96.0,,2.0,
1430,Virginia,2018-19,Grafton School- Richmond Region Campus,,,Chesterfield,Chesterfield,,-1.0,-1.0,,,
7964,California,2018-19,Tustin Connect,Public,Tustin,Orange,,3.0,-1.0,-1.0,,,
497,Wisconsin,2018-19,Clovis Grove Elementary,,Menasha,Winnebago,,,-1.0,92.0,5.0,,5.0
1328,Illinois,2018-19,Christ the King,,Chicago,Cook,,386.0,98.70466321,-1.0,0.26,0.26,
861,Minnesota,2017-18,Grand Meadow Elementary,,,Mower,,39.0,87.18,-1.0,,,2.56
2481,New York,2017-18,West Street Elementary,Public,Sanborn,Niagara,,,98.1,-1.0,1.89,,
3079,Illinois,2018-19,St Lukes Christian Academy,,Montgomery,Kendall,,62.0,95.16129032,-1.0,3.23,1.61,
226,Michigan,2018-19,Emily B Williams Elementary,,,Hillsdale,Jonesville Community Schools,103.0,-1.0,98.1,,1.0,
682,New Jersey,,West New York P.S. 3,,,Hudson,,84.0,-1.0,100.0,,,
232,Utah,2017-18,Hillcrest Elementary-Ogden,Public,Ogden,Weber,,376.0,97.07,-1.0,,,1.06
717,Pennsylvania,2017,Fulton Elementary,,Lancaster,,,57.0,98.2,-1.0,,,
148,California,2018-19,Carroll Elementary,Public,Elk Grove,Sacramento,,134.0,99.0,99.0,,1.0,
235,Florida,2018-19,Carrie P. Meek/Westview K-8 Center,,,,Dade,59.0,-1.0,98.31,,,
1181,North Carolina,2018-19,W A Young Elementary,,,Burke,,55.0,-1.0,98.2,,,
7389,California,2018-19,Moorpark Kindercare,Private,Moorpark,Ventura,,17.0,-1.0,-1.0,,,
3011,California,2018-19,Riverdale Elementary,Public,Garden Grove,Orange,,71.0,98.0,98.0,,2.0,
819,Arizona,2018-19,Trinity Lutheran Elementary,Private,Litchfield Park,Maricopa,,32.0,90.63,-1.0,,,12.5
521,Michigan,2018-19,Blair Elementary,,,Gd. Traverse,Traverse City Area Public Schools,47.0,-1.0,95.7,,4.3,
386,New York,2017-18,Mother Teresa Academy,Private,Clifton Park,Saratoga,,,100.0,-1.0,,,
2491,New York,2017-18,Casimir Pulaski,Public,Yonkers,Westchester,,,98.0,-1.0,,,
781,Washington,,St. Joseph,,Chehalis,Lewis,,,90.91,81.82,,,
1299,Massachusetts,2018-19,St Patrick,Private,Roxbury,Suffolk,,,-1.0,-1.0,,,
350,New York,2017-18,Maurice W. Downing,Public,Malverne,Nassau,,,100.0,-1.0,,,
644,Texas,2018-19,Trinity School Of Texas Longview,,,Gregg,,,85.71,-1.0,,,
631,Illinois,2018-19,Erie Elementary Charter,,Chicago,Cook,,416.0,99.51923077,-1.0,,,
223,New York,2017-18,Guilford Elementary,Public,Guilford,Chenango,,,100.0,-1.0,,,
1946,Florida,2018-19,Jupiter Farms Elementary,,,,Palm Beach,97.0,-1.0,88.66,10.30927835,,
708,Wisconsin,2018-19,Summit Elementary,,Oconomowoc,Waukesha,,,-1.0,90.0,5.0,,8.0
7246,California,2018-19,Life Christian Academy,Private,Riverside,Riverside,,6.0,-1.0,-1.0,,,
7329,California,2018-19,Missionette Christian Academy,Private,Inglewood,Los Angeles,,,-1.0,-1.0,,,
1517,Illinois,2018-19,Linne Elementary,,Chicago,Cook,,665.0,98.4962406,-1.0,0.6,,
184,New York,2017-18,Franklin,Public,Syracuse,Onondaga,,,100.0,-1.0,,,
1791,Florida,2018-19,Imagine School At Town Center,,,,Flagler,113.0,-1.0,90.27,4.424778761,,
418,Oregon,2018-19,Riverside Elementary,,,Josephine,,71.0,94.96221662,92.69521411,,0.503778338,4.0302267
1571,North Carolina,2018-19,PAVE Southeast Raleigh Charter,,,Wake,,79.0,-1.0,92.4,,,
1356,New Jersey,,Margaret Mace,,,Cape May,,23.0,-1.0,95.6,4.4,,
1668,Ohio,2018-19,Holy Cross Prek And Kdg,Private,Canton,Stark,,12.0,83.33,83.33,,8.33,
12,Washington,,Blossoming Hill Montessori,,Maple Valley,King,,,100.0,100.0,,,
2374,Illinois,2018-19,SIU Charter Sch of East St Louis,,East Saint Louis,Saint Clair,,112.0,97.32142857,-1.0,,,
461,Oklahoma,,Whitesboro Elementary,,Whitesboro,Le Flore,,,-1.0,93.0,,7.0,
1058,California,2018-19,Thomas Kelly Elementary,Public,Carmichael,Sacramento,,119.0,99.0,97.0,,,
177,Arkansas,2018-19,Central Elementary,,Corning,,,303.0,84.81848,-1.0,,,
1553,Illinois,2018-19,Troy Hofer Elementary,,Shorewood,Will,,390.0,98.46153846,-1.0,1.54,,
3127,Illinois,2018-19,Earle Elementary,,Chicago,Cook,,350.0,94.85714286,-1.0,0.29,1.14,
1727,Illinois,2018-19,Maplebrook Elementary,,Naperville,Dupage,,513.0,98.24561404,-1.0,1.56,,
1489,Florida,2018-19,East Lake Elementary,,,,Orange,93.0,-1.0,92.47,,1.075268817,
904,Florida,2018-19,Lakewood Elementary,,,,Pinellas,62.0,-1.0,95.16,3.225806452,,
1601,Illinois,2018-19,Bartlett Elementary,,Bartlett,Kane,,503.0,98.40954274,-1.0,0.99,0.4,
1003,Michigan,2018-19,Pittsfield,,,Washtenaw,Ann Arbor Public Schools,44.0,-1.0,93.2,,2.3,
1740,Ohio,2018-19,Saville Elementary,Public,Dayton,Montgomery,,83.0,79.52,73.49,,,
817,Iowa,2018-19,De Sales Grade,,,Winneshiek,,90.0,-1.0,-1.0,,,
1032,Virginia,2018-19,Churchill Road Elementary,,,Fairfax,Fairfax,67.0,-1.0,92.5,1.49,2.99,
1167,California,2018-19,Winters Elementary,Public,Winters,Yolo,,149.0,99.0,99.0,,1.0,
8063,California,2018-19,Zion Christian,Private,Fallbrook,San Diego,,7.0,-1.0,-1.0,,,
2960,California,2018-19,Raymond Temple Elementary,Public,Buena Park,Orange,,121.0,98.0,97.0,,,
839,California,2018-19,Orchard Dale Elementary,Public,Whittier,Los Angeles,,137.0,99.0,99.0,,1.0,
1511,Illinois,2018-19,Eagle Pointe Elementary,,Plainfield,Will,,667.0,98.50074963,-1.0,1.05,0.15,
1090,Wisconsin,2018-19,Rib Lake Elementary,,Rib Lake,Taylor,,,-1.0,82.0,5.0,,18.0
908,Iowa,2018-19,Pleasant Valley Amish,,,Washington,,29.0,-1.0,-1.0,,,
5095,California,2018-19,Our Lady Of Victory Elementary,Private,Compton,Los Angeles,,31.0,95.0,95.0,,5.0,
3405,New York,2017-18,Progressive School Of Long Island,Private,Merrick,Nassau,,,78.0,-1.0,22.03,,
16,New Jersey,,Alexander Hamilton Academy,,,Passaic,,55.0,-1.0,100.0,,,
3058,New York,2017-18,Woodcrest,Private,Rifton,Ulster,,,94.7,-1.0,3.51,,
625,Wisconsin,2018-19,Saint Anthony on the Lake,,Pewaukee,Waukesha,,,-1.0,91.0,5.0,,5.0
562,Massachusetts,2018-19,Centerville Elementary,Public,Centerville,Barnstable,,,97.0,-1.0,,1.6,
101,Vermont,2018-19,West Rutland,,,Rutland,,316.0,98.41772152,97.15189873,,,
751,Texas,2018-19,Iant Quranic Academy,,,Dallas,,,66.67,-1.0,,,
1062,Ohio,2018-19,Northwestern Elementary,Public,West Salem,Wayne,,102.0,94.12,93.14,,3.92,
1796,Ohio,2018-19,Andrew J Rickoff,Public,Cleveland,Cuyahoga,,69.0,75.36,63.77,,,
566,North Carolina,2018-19,New Kituwah Academy,,,Swain,,12.0,-1.0,100.0,8.3,,
1432,New Jersey,,Samuel Smith,,,Burlington,,41.0,-1.0,95.1,4.9,,
577,Pennsylvania,2017,First Philadelphia Preparatory Charter,,Philadelphia,,,155.0,98.7,-1.0,,,
1029,Michigan,2018-19,Henry Haigh Elementary,,,Wayne,Dearborn City School District,71.0,-1.0,93.0,,5.6,
168,Tennessee,2018-19,Baxter Primary,,,Putnam ,,104.0,-1.0,99.0,1.0,,
1149,Massachusetts,2018-19,Neil A Pepin,Public,Easthampton,Hampshire,,,-1.0,-1.0,,,
1023,Illinois,2018-19,Woodland Intermediate Sch,,Gurnee,Lake,,1361.0,99.04481999,-1.0,0.96,,
445,Montana,2017-18,Box Elder Schools Prek-12,,,Hill,,395.0,35.7,-1.0,,,
1013,Minnesota,2017-18,St John The Baptist,,,Scott,,12.0,75.0,-1.0,,,25.0
881,New York,2017-18,Maryvale Intermediate,Public,Cheektowaga,Erie,,,99.8,-1.0,0.21,,
641,Colorado,2017-18,Ute Meadows Elementary,Kindergarten,,Jefferson,Thompson R2-J,62.0,98.39,96.77,,,1.61
1486,New York,2017-18,Mt Kisco Elem,Public,Mt Kisco,Westchester,,,99.3,-1.0,0.18,,
1672,Michigan,2018-19,Weston Elementary,,,Lapeer,Imlay City Community Schools,123.0,-1.0,86.2,,10.6,
509,Montana,2017-18,King Colony,,,Fergus,,,-1.0,-1.0,,,
1803,New Jersey,,Kiel,,,Morris,,38.0,-1.0,86.8,13.2,,
7257,California,2018-19,Lighthouse International Home Schooling Academy,Private,Rolling Hills Estates,Los Angeles,,,-1.0,-1.0,,,
934,Washington,,Clyde Hill Elementary,,Bellevue,King,,,88.0,78.0,,1.0,2.0
830,Oklahoma,,Crain Elementary,,Clayton,Pushmataha,,,-1.0,-1.0,,,
356,Wisconsin,2018-19,Marengo Valley Elementary,,Ashland,Ashland,,,-1.0,94.0,5.0,,6.0
317,South Dakota,2017-18,Buffalo Elementary,,,Harding,,9.0,88.89,-1.0,,,
575,Minnesota,2017-18,Cottage Grove Elementary,,,Washington,,63.0,93.65,-1.0,,,6.35
252,Missouri,2018-19,Sacred Heart Schl-Freeburg,,Freeburg,,,,95.0,-1.0,,,
247,Missouri,2018-19,Miriam Academy,,St Louis,,,,95.0,-1.0,,,
6960,California,2018-19,Forks Of Salmon Elementary,Public,Forks Of Salmon,Siskiyou,,4.0,-1.0,-1.0,,,
463,Utah,2017-18,Morningside Elementary,Public,Salt Lake City,Salt Lake,,620.0,93.87,-1.0,,1.29,3.23
1728,Illinois,2018-19,Washington,,Monticello,Piatt,,228.0,98.24561404,-1.0,1.75,,
3751,California,2018-19,Esencia Elementary,Public,Rancho Mission Viejo,Orange,,125.0,97.0,97.0,,2.0,
805,New Jersey,,Green-Fields Elementary,,,Gloucester,,79.0,-1.0,98.7,1.3,,
2487,California,2018-19,Lunada Bay Elementary,Public,Palos Verdes Estates,Los Angeles,,70.0,98.0,98.0,,2.0,
5044,California,2018-19,Oakmont Elementary,Public,Claremont,Los Angeles,,47.0,95.0,95.0,,5.0,
683,Minnesota,2017-18,Riverside Christian,,,Polk,,12.0,91.67,-1.0,,,8.33
137,Montana,2017-18,Action For Eastern Mt Head Start,,,Custer,,70.0,98.57,-1.0,,1.428571429,
236,Utah,2017-18,Majestic Elementary-Ogden,Public,Ogden,Weber,,952.0,97.06,-1.0,,,2.63
1647,California,2018-19,Crestwood Street Elementary,Public,Rancho Palos Verdes,Los Angeles,,83.0,98.0,95.0,,,
4358,California,2018-19,Abiding Savior Lutheran,Private,Lake Forest,Orange,,25.0,95.0,95.0,,5.0,
534,Illinois,2018-19,Chester-East Lincoln Elementary,,Lincoln,Logan,,296.0,99.66216216,-1.0,0.34,,
668,Tennessee,2018-19,Kittrell Elementary,,,Rutherford ,,52.0,-1.0,94.2,5.8,,
2698,Illinois,2018-19,Stone Creek,,Roscoe,Winnebago,,354.0,96.61016949,-1.0,3.11,0.28,
496,Utah,2017-18,Conamore School-Special,Public,Myton,Duchesne,,43.0,93.02,-1.0,,,6.98
2837,California,2018-19,Panorama Elementary,Public,Santa Ana,Orange,,57.0,98.0,98.0,,2.0,
1258,California,2018-19,Andasol Avenue Elementary,Public,Northridge,Los Angeles,,72.0,98.0,98.0,,2.0,
749,North Carolina,2018-19,Shoals Elementary,,,Surry,,43.0,-1.0,100.0,,,
483,Pennsylvania,2017,W.G. Rice Elementary,,Mount Holly Springs,,,146.0,99.3,-1.0,,,
1195,Massachusetts,2018-19,Pioneer Valley Chinese Charter Sch,Public,Hadley,Hampshire,,,-1.0,-1.0,,,
1861,New York,2017-18,Manhattan Christian Academy,Private,New York,New York,,,98.9,-1.0,1.13,0.38,
340,North Carolina,2018-19,Grace Covenant Academy,,,Mecklenburg,,21.0,-1.0,100.0,9.5,4.8,
648,Texas,2018-19,Lake Country Christian,,,Tarrant,,,85.0,-1.0,,,
1049,Massachusetts,2018-19,James Condon,Public,South Boston,Suffolk,,,-1.0,-1.0,,,
609,Oklahoma,,Kirkland Early Childhood Center,,Oklahoma City,Oklahoma,,,-1.0,87.0,,2.0,
867,Illinois,2018-19,Braeside Elementary,,Highland Park,Lake,,261.0,99.23371648,-1.0,0.77,,
1424,Ohio,2018-19,Our Lady Of Mt Carmel West,Private,Cleveland,Cuyahoga,,20.0,90.0,85.0,,,
2469,California,2018-19,Los Coyotes Elementary,Public,La Palma,Orange,,69.0,98.0,98.0,,2.0,
3018,Illinois,2018-19,Butterfield Elementary,,Lombard,Dupage,,287.0,95.47038328,-1.0,4.18,,
365,Wisconsin,2018-19,Northwest Lutheran Grade,,Milwaukee,Milwaukee,,,-1.0,94.0,5.0,,5.0
88,Pennsylvania,2017,Eagleville Elementary,,Eagleville,,,67.0,100.0,-1.0,,,
2075,Illinois,2018-19,Claremont Academy Elementary,,Chicago,Cook,,455.0,97.8021978,-1.0,0.88,0.22,
2650,California,2018-19,Monte Vista Elementary,Public,Santa Ana,Orange,,99.0,98.0,98.0,,2.0,
3556,New York,2017-18,Wind Ridge,Private,Ovid,Seneca,,,8.0,-1.0,88.0,,
311,Arkansas,2018-19,Jessieville Elementary,,Jessieville,,,490.0,78.57143,-1.0,,,
3196,California,2018-19,Solvang Elementary,Public,Solvang,Santa Barbara,,50.0,98.0,98.0,,2.0,
569,Massachusetts,2018-19,Daniel B Brunton,Public,Springfield,Hampden,,,97.0,-1.0,,1.6,
231,Minnesota,2017-18,Cherry View Elementary,,,Dakota,,96.0,97.92,-1.0,,,1.04
3227,California,2018-19,St. Pauls Lutheran,Private,Orange,Orange,,59.0,98.0,95.0,,3.0,
1829,Florida,2018-19,Celebration,,,,Osceola,149.0,-1.0,89.93,2.684563758,0.67114094,
188,New York,2017-18,Friendship Central,Public,Friendship,Allegany,,,100.0,-1.0,,0.3,
675,Iowa,2018-19,Orchard Hill Elementary,,,Black Hawk,,393.0,-1.0,93.4,,,
461,Iowa,2018-19,Thomas Jefferson Elementary,,,Jasper,,255.0,-1.0,96.5,,,
403,Colorado,2017-18,Prairie Hills Elementary,Kindergarten,,Adams,Montrose County RE-1j,70.0,100.0,94.29,,,5.71
625,Tennessee,2018-19,Christenberry Elementary,,,Knox ,,74.0,-1.0,94.6,4.1,,
1,Michigan,2018-19,Academy of Sacred Heart,,,Oakland,Bloomfield Hills School District,12.0,-1.0,100.0,,,
729,Massachusetts,2018-19,Station Avenue Elementary,Public,South Yarmouth,Barnstable,,,94.0,-1.0,,2.6,
1406,New Jersey,,George B. Fine Elementary,,,Camden,,64.0,-1.0,95.3,4.7,,
228,New Jersey,,Harrison Preschool for the Disabled,,,Essex,,7.0,-1.0,100.0,,,
79,New York,2017-18,Buffalo Suburban Christian Academy,Private,Lancaster,Erie,,,100.0,-1.0,,,
659,Florida,2018-19,Browning-Pearce Elementary,,,,Putnam,103.0,-1.0,96.12,,,
44,Minnesota,2017-18,Hancock Elementary,,,Stevens,,27.0,100.0,-1.0,,,
221,Iowa,2018-19,DC-G Meadows,,,Dallas,,428.0,-1.0,97.9,,,
684,Ohio,2018-19,Skyvue Elementary,Public,Graysville,Monroe,,29.0,96.55,96.55,,3.45,
1353,Florida,2018-19,Castle Hill Elementary,,,,Broward,104.0,-1.0,93.27,,,
1668,Florida,2018-19,New Horizons Elementary,,,,Palm Beach,104.0,-1.0,91.35,2.884615385,0.961538462,
1112,Pennsylvania,2017,Comly Watson,,Philadelphia,,,89.0,96.6,-1.0,,,
590,New York,2017-18,St Anselm,Private,Bronx,Bronx,,,100.0,-1.0,,,
1091,Ohio,2018-19,Fairfield Local Elementary,Public,Leesburg,Highland,,65.0,93.85,92.31,,4.62,
1348,Ohio,2018-19,Patriot Preparatory Academy,Public,Columbus,Franklin,,57.0,91.23,91.23,,7.02,
248,Wisconsin,2018-19,Saint Pauls Evang Lutheran,,Wonewoc,Juneau,,,-1.0,95.0,5.0,,5.0
1301,Pennsylvania,2017,Iroquois Elementary,,Erie,,,87.0,95.4,-1.0,,,
940,California,2018-19,Rocklin Academy Gateway,Public,Rocklin,Placer,,175.0,99.0,98.0,,1.0,
233,Missouri,2018-19,Al-Manara Academy,,Manchester,,,,95.0,-1.0,,,
883,North Carolina,2018-19,Unity Classical Charter,,,Mecklenburg,,63.0,-1.0,100.0,4.8,1.6,
599,Colorado,2017-18,Woodglen Elementary,Kindergarten,,Adams,Boulder Valley RE 2,65.0,100.0,92.31,3.08,1.54,3.08
253,Oregon,2018-19,Union Elementary,,,Union,,36.0,96.62921348,93.25842697,,0.561797753,2.808988764
571,Virginia,2018-19,Winterpock Elem,,,Chesterfield,Chesterfield,170.0,-1.0,97.1,1.76,,
270,Colorado,2017-18,Kindercare Learning Centers Llc - 9290 Ridgeline Blvd,Kindergarten,,Douglas,Denver County,5.0,100.0,100.0,,,
5481,California,2018-19,Stege Elementary,Public,Richmond,Contra Costa,,37.0,95.0,95.0,,5.0,
990,Minnesota,2017-18,St Henry,,,Otter Tail,,18.0,77.78,-1.0,,,
702,Pennsylvania,2017,Southern Fulton Elementary,,Warfordsburg,,,59.0,98.3,-1.0,,,
924,Wisconsin,2018-19,Jerstad-Agerholm Elementary,,Racine,Racine,,,-1.0,86.0,5.0,,5.0
470,Virginia,2018-19,Highland Springs Elementary,,,Henrico,Henrico,94.0,-1.0,97.9,1.06,,
137,Minnesota,2017-18,St. Thomas More,,,Ramsey,,12.0,100.0,-1.0,,,
225,Arkansas,2018-19,Grace Hill Elementary,,Rogers,,,512.0,82.8125,-1.0,,,
953,Wisconsin,2018-19,Brass Community,,Kenosha,Kenosha,,,-1.0,85.0,5.0,,5.0
545,Illinois,2018-19,Peoria Heights Grade,,Peoria Heights,Peoria,,569.0,99.64850615,-1.0,0.18,,
1095,Michigan,2018-19,Boyne Falls Public,,,Charlevoix,Boyne Falls Public School District,27.0,-1.0,92.6,,7.4,
621,Ohio,2018-19,Whittier Elementary,Public,Toledo,Lucas,,66.0,96.97,90.91,,,
457,Montana,2017-18,Benton Lake School Prek-8,,,Chouteau,,,-1.0,-1.0,,,
4526,California,2018-19,Cesar E. Chavez Elementary,Public,Richmond,Contra Costa,,65.0,95.0,92.0,,,
12,Rhode Island,2018-19,Austin T. Levy,,Burrillville,,,148.0,-1.0,97.3,,2.027027027,
741,Arizona,2018-19,Desert Shadows Elementary,Public,Scottsdale,Maricopa,,63.0,92.06,-1.0,,,4.76
981,New Jersey,,Memorial - Maywood,,,Bergen,,95.0,-1.0,97.9,2.1,,
1523,Washington,,Saint Helens Elementary,,Longview,Cowlitz,,,-1.0,-1.0,,,
894,Iowa,2018-19,Ottumwa Christian,,,Wapello,,76.0,-1.0,-1.0,,,
2142,California,2018-19,Howard Wood Elementary,Public,Torrance,Los Angeles,,89.0,98.0,98.0,,2.0,
1737,Ohio,2018-19,Cornerstone Academy Community,Public,Westerville,Franklin,,142.0,79.58,76.76,,0.7,
376,Tennessee,2018-19,College Grove Elementary,,,Williamson ,,93.0,-1.0,96.8,2.2,,
798,North Carolina,2018-19,St. Pius X Catholic,,,Guilford,,41.0,-1.0,100.0,,,
163,Missouri,2018-19,Word Of Life Lutheran Sch,,St. Louis,,,,97.9,-1.0,,,
574,Arizona,2018-19,Desert Canyon Elementary,Charter,Scottsdale,Maricopa,,72.0,94.44,-1.0,,,8.33
